,2000  1  1   1 19 28.30  41.950N   20.630E   5.0 4.8
396,2000  9 15  22 22  9.50  36.510N   27.990E   5.0 3.8
397,2000  9 15  22 24 50.30  36.620N   28.550E  10.0 3.7
398,2000  9 15  22 28  8.30  35.070N   26.940E   5.0 4.0
399,2000  9 16   4 41 43.40  36.790N   27.630E  39.0 4.2
400,2000  9 19   8 41 41.00  34.660N   25.970E  39.0 3.9
401,2000  9 19  18  1 28.00  35.150N   26.360E  11.0 4.2
402,2000  9 20   7 54 44.90  35.130N   26.380E   9.0 3.8
403,2000  9 21  14 10 24.70  39.400N   28.020E   5.0 4.1
404,2000  9 21  20  1  7.10  39.410N   27.900E   5.0 4.0
405,2000  9 22  14 50 57.30  35.290N   27.630E  35.0 4.0
406,2000  9 25   3 47 25.70  37.470N   20.650E   5.0 3.8
407,2000  9 25  16 47 30.00  35.280N   27.280E  34.0 3.8
408,2000  9 25  23 31 28.10  34.520N   28.110E  29.0 3.8
409,2000  9 26  10 16 10.40  37.910N   21.930E   5.0 3.9
410,2000  9 26  17 40  6.20  34.880N   24.940E  27.0 3.8
411,2000  9 27  13  0 37.60  34.530N   25.490E  38.0 3.7
412,2000  9 27  21  6  5.90  34.990N   26.680E   5.0 3.9
413,2000  9 28  14 35 20.30  37.030N   23.200E   2.0 4.1
414,2000  9 28  14 38 43.50  36.980N   23.200E   5.0 3.7
415,2000  9 30   0 45 27.20  35.960N   28.030E   5.0 3.7
416,2000 10  1  15  5 43.90  34.000N   25.290E   5.0 4.1
417,2000 10  4   1 10 18.20  37.230N   27.770E  10.0 3.7
418,2000 10  4   2 33 58.70  37.930N   28.990E   5.0 4.5
419,2000 10  4   7 58 52.70  37.950N   28.910E   5.0 4.1
420,2000 10  4   8 34 16.10  37.950N   28.800E  10.0 3.9
421,2000 10  4   9 25 38.90  39.500N   27.920E   5.0 4.0
422,2000 10  4  10 40 40.00  35.620N   27.130E   2.0 3.9
423,2000 10  4  13  6 15.60  38.470N   25.820E  41.0 3.8
424,2000 10  4  13 47 28.40  34.280N   23.680E  16.0 3.7
425,2000 10  4  13 51 50.10  37.100N   27.500E   5.0 3.9
426,2000 10  4  15 25 45.00  35.290N   27.210E   7.0 3.7
427,2000 10  5  21 32  6.60  38.260N   25.270E  30.0 4.2
428,2000 10  6   1 17 58.90  37.070N   27.470E   5.0 3.8
429,2000 10  6   9 59  2.70  37.970N   28.860E   5.0 4.4
430,2000 10  8   7  5 51.30  38.880N   20.750E  32.0 3.8
431,2000 10  9   0  2 13.20  38.130N   20.280E  31.0 4.2
432,2000 10  9   0 30 37.50  38.150N   20.340E  31.0 4.0
433,2000 10  9   4 28 51.00  37.420N   20.780E   5.0 3.8
434,2000 10 11  19 10 40.10  36.080N   27.420E   5.0 3.7
435,2000 10 11  23 39 25.60  37.040N   26.570E  10.0 3.7
436,2000 10 12   5 37 50.00  38.380N   21.750E   5.0 3.7
437,2000 10 12   6 59  8.30  37.620N   20.780E   5.0 3.8
438,2000 10 13  22 49 48.20  35.040N   27.230E   5.0 3.9
439,2000 10 14   6  8  9.90  35.640N   27.580E   9.0 3.9
440,2000 10 16   4 10 34.70  36.970N   28.080E  10.0 3.7
441,2000 10 16  12 46  4.80  39.790N   26.130E  15.0 3.7
442,2000 10 17  21 53 58.20  36.480N   27.240E  33.0 3.8
443,2000 10 17  23 38 48.80  36.020N   21.320E   5.0 3.9
444,2000 10 18  22 55 41.00  36.260N   28.520E   5.0 4.4
445,2000 10 18  23  7 40.60  36.380N   28.550E   5.0 3.8
446,2000 10 19   6 35  9.60  36.530N   25.540E   5.0 3.7
447,2000 10 19   7 32  3.40  35.240N   27.100E   8.0 3.8
448,2000 10 22   0 58 48.90  39.860N   20.200E   5.0 4.2
449,2000 10 22  10 11 29.40  35.120N   27.240E   5.0 3.7
450,2000 10 23  13 31 23.90  38.520N   25.950E  10.0 3.7
451,2000 10 29  19 23 53.40  36.850N   26.530E   5.0 3.8
452,2000 10 30   8 20 35.50  38.320N   20.490E   5.0 3.9
453,2000 10 30  19 37 10.40  37.090N   28.550E   5.0 4.0
454,2000 11  5  21 33 54.20  34.590N   25.340E  32.0 4.0
455,2000 11  5  22 29 23.90  34.570N   25.240E   5.0 3.7
456,2000 11  7  11 37 22.40  34.900N   25.650E   5.0 3.9
457,2000 11  7  16 47 35.20  38.210N   20.410E   5.0 3.7
458,2000 11  7  20  2 14.80  36.330N   28.700E   5.0 3.8
459,2000 11  7  21 13 58.60  39.420N   26.350E   9.0 4.0
460,2000 11 12  14  4 25.40  35.740N   27.240E   5.0 4.0
461,2000 11 13   3 13 19.40  40.300N   26.620E   5.0 3.8
462,2000 11 13  15 40 17.30  39.310N   25.650E  34.0 3.9
463,2000 11 14  18 28 18.40  37.970N   26.370E  10.0 3.8
464,2000 11 15  17 32 37.30  35.760N   25.910E  23.0 3.7
465,2000 11 16  12 19 15.60  37.640N   28.450E  26.0 3.7
466,2000 11 18   4 53 40.20  35.580N   23.180E  34.0 3.8
467,2000 11 22   9  0 57.30  35.560N   27.880E  40.0 3.7
468,2000 11 22  12  4  0.80  34.200N   27.130E  29.0 3.7
469,2000 11 22  17 24 22.00  35.990N   27.350E  17.0 4.0
470,2000 11 22  17 53 14.50  34.310N   26.680E   5.0 3.9
471,2000 11 24   1  2 35.80  34.710N   24.770E  19.0 4.0
472,2000 11 26   5 44  8.40  36.330N   27.680E  57.0 3.7
473,2000 11 26  11 37  5.50  35.370N   23.110E  38.0 3.7
474,2000 11 26  21 11 36.20  37.030N   23.090E   5.0 4.1
475,2000 11 29  16 33 45.80  35.470N   27.680E   5.0 4.0
476,2000 11 29  17 16 58.00  39.870N   22.990E  10.0 3.9
477,2000 11 29  18  7 42.60  35.010N   26.710E   4.0 3.7
478,2000 11 29  20 31 11.30  35.610N   27.390E  10.0 3.9
479,2000 11 30  19 26 46.20  41.770N   20.180E  34.0 3.7
480,2000 12  2  14  2 34.30  40.410N   21.670E   5.0 3.9
481,2000 12  2  21  2 43.60  35.380N   27.700E   5.0 3.9
482,2000 12  4  15 43 45.80  37.720N   21.120E   5.0 3.7
483,2000 12  5   8 24 14.00  39.420N   28.300E  34.0 4.1
484,2000 12  5  13 57 15.00  37.620N   21.030E   5.0 3.7
485,2000 12  5  17 31 56.40  37.020N   27.320E   5.0 3.7
486,2000 12  6  14  7 50.80  39.620N   27.880E  39.0 3.8
487,2000 12  9  15 37  8.00  40.350N   27.680E  10.0 3.7
488,2000 12 10   9 10 46.30  36.530N   25.540E   7.0 3.7
489,2000 12 12   5 33 37.90  39.270N   27.970E   5.0 3.9
490,2000 12 12   7 58 10.00  39.510N   26.330E  24.0 3.8
491,2000 12 13  23  3 23.70  38.040N   27.900E   5.0 3.7
492,2000 12 14  12 18 54.00  35.230N   24.660E  21.0 3.9
493,2000 12 14  18  2 23.30  38.000N   27.810E   5.0 3.8
494,2000 12 14  19 30 49.60  38.020N   27.930E   5.0 3.8
495,2000 12 14  23  4 44.60  36.300N   27.100E  10.0 3.7
496,2000 12 15   7 20  2.80  37.860N   27.420E  10.0 3.7
497,2000 12 16  11 26 21.30  39.440N   27.960E   5.0 3.7
498,2000 12 16  14 27 50.70  35.130N   29.950E  37.0 4.0
499,2000 12 17  12 43 47.70  36.380N   21.450E  79.0 3.8
500,2000 12 18   8 32 29.30  34.150N   24.940E  25.0 3.8
501,2000 12 18  20 47 46.00  34.600N   25.090E  19.0 3.9
502,2000 12 18  21 17 43.40  38.090N   20.310E   5.0 3.9
503,2000 12 19  11 31 15.70  36.460N   28.060E  52.0 3.9
504,2000 12 19  18 32 35.90  36.790N   27.380E  16.0 3.8
505,2000 12 20   1 19 21.30  37.670N   21.060E   5.0 3.7
506,2000 12 22   2 49 35.30  35.750N   23.540E  16.0 3.8
507,2000 12 22  22 38 11.50  35.320N   23.540E   5.0 4.1
508,2000 12 24  14 47  2.10  34.660N   22.520E  39.0 3.8
509,2000 12 25   1  2 16.80  35.470N   26.130E   5.0 3.8
510,2000 12 28  10  0  3.60  36.750N   20.260E  30.0 4.1
511,2000 12 30  15 14 43.10  38.210N   27.090E  10.0 3.8
512,2001  1  1  21 59  6.80  34.020N   25.410E   5.0 3.7
513,2001  1  2  18 51 19.90  36.110N   21.580E   5.0 3.8
514,2001  1  4   1 20 38.60  37.660N   26.860E  11.0 3.8
515,2001  1  6  20 25 40.40  34.870N   25.800E   5.0 3.9
516,2001  1  6  21 17 47.70  34.570N   25.260E  39.0 4.0
517,2001  1  6  21 27  4.50  34.990N   25.760E  12.0 4.1
518,2001  1  6  21 51 32.10  34.990N   25.840E   5.0 3.9
519,2001  1  6  22  3 13.50  35.030N   25.750E   9.0 3.7
520,2001  1  7  18 36 38.70  35.020N   25.690E  14.0 4.1
521,2001  1  7  21  0 59.30  34.530N   25.760E   5.0 4.0
522,2001  1  8   7 51  4.20  35.050N   25.700E  12.0 3.9
523,2001  1 11   1 16  7.00  34.750N   26.290E   5.0 4.3
524,2001  1 11  21 44 39.90  38.050N   28.270E   5.0 3.7
525,2001  1 12  21 45 25.60  34.710N   25.660E  10.0 4.0
526,2001  1 12  22  0  9.00  35.840N   28.290E  23.0 4.0
527,2001  1 13   0 14 40.90  35.630N   26.550E  48.0 3.8
528,2001  1 13   0 42 24.10  40.790N   23.420E   5.0 3.9
529,2001  1 13   7 53 40.50  35.720N   27.090E  37.0 4.1
530,2001  1 14   1  0 27.40  34.880N   25.550E   5.0 3.7
531,2001  1 16  22 28 26.50  35.180N   24.130E  58.0 3.8
532,2001  1 17   5  1  5.00  35.060N   26.330E   5.0 4.3
533,2001  1 18  19 54 42.30  36.670N   27.460E  10.0 3.7
534,2001  1 18  20 20 54.60  35.840N   21.830E   5.0 3.8
535,2001  1 19   4 38 38.80  39.160N   28.020E  13.0 4.1
536,2001  1 19   6 47 19.30  34.830N   25.370E  22.0 3.7
537,2001  1 19  21  4 40.40  34.930N   25.420E   5.0 4.0
538,2001  1 20   0 33  3.50  35.070N   25.460E  12.0 3.8
539,2001  1 20  17 24 14.40  34.710N   23.580E   5.0 3.7
540,2001  1 20  19 44 39.20  36.100N   24.680E  10.0 3.7
541,2001  1 21   4 39  9.00  35.620N   25.580E  10.0 3.8
542,2001  1 23   9 45 24.60  35.760N   25.910E  17.0 3.8
543,2001  1 24   5 19 43.20  39.630N   26.590E  21.0 4.0
544,2001  1 26   3 36 52.90  38.350N   21.750E   5.0 3.7
545,2001  1 28   1 24  9.40  40.690N   19.700E  36.0 4.0
546,2001  1 28  21 15  5.30  36.590N   26.570E   5.0 3.8
547,2001  1 30   0  3 58.00  35.480N   27.660E  23.0 4.1
548,2001  1 30   9 24 34.70  37.930N   26.700E   5.0 3.8
549,2001  1 31  17 49  8.80  34.540N   24.850E   5.0 3.8
550,2001  2  1   9 58 50.00  40.100N   27.750E  25.0 4.0
551,2001  2  1  21 45 13.10  37.180N   28.870E  31.0 3.7
552,2001  2  7   1 26  0.50  37.210N   21.440E   9.0 3.9
553,2001  2  9  21 58  9.80  36.630N   28.560E  10.0 3.7
554,2001  2 10   4 58 18.30  35.750N   27.320E  28.0 3.7
555,2001  2 10  16 59  2.10  37.800N   21.060E  21.0 3.9
556,2001  2 10  20 27 56.40  34.580N   24.810E   5.0 3.8
557,2001  2 10  20 53  2.70  34.510N   24.860E   5.0 3.7
558,2001  2 11   9 55 42.40  35.590N   27.020E  18.0 4.3
559,2001  2 11  11  8 29.20  35.950N   28.150E  15.0 4.0
560,2001  2 12  16 37 42.80  37.900N   20.950E   5.0 3.7
561,2001  2 13   6 53 35.40  34.820N   24.700E  31.0 3.7
562,2001  2 13  22 26 13.30  39.360N   20.360E   5.0 4.1
563,2001  2 14   6 36 26.30  39.280N   20.350E   5.0 4.5
564,2001  2 14  12 25 51.50  36.550N   25.610E  22.0 3.7
565,2001  2 15  15 10 18.70  39.210N   22.190E  91.0 4.0
566,2001  2 17  10 19 20.70  40.510N   26.360E  32.0 3.9
567,2001  2 17  19 51 43.60  35.700N   25.270E  10.0 3.7
568,2001  2 18   0 24 52.30  37.980N   26.660E   6.0 3.9
569,2001  2 18   4 13 31.60  35.260N   26.600E  10.0 4.0
570,2001  2 18  11 45 35.40  35.250N   24.760E  19.0 3.7
571,2001  2 20   8 15 21.00  39.080N   24.390E  20.0 3.8
572,2001  2 23  21 47 31.80  40.180N   21.880E   5.0 3.7
573,2001  2 25  19 56 21.50  35.840N   28.250E   4.0 3.9
574,2001  2 27   4 10 45.90  39.080N   27.030E   5.0 4.1
575,2001  2 27   6 14 53.00  39.110N   27.210E   5.0 4.1
576,2001  2 27   7 45 57.10  36.650N   24.860E  35.0 3.8
577,2001  2 27  11 38 57.80  38.090N   20.360E   5.0 4.2
578,2001  2 27  12 17 34.70  38.040N   20.220E   5.0 3.9
579,2001  2 28   0 27 16.30  37.970N   20.040E   8.0 4.0
580,2001  2 28  15 58 56.30  35.490N   25.610E  17.0 3.7
581,2001  3  1  13 31 20.80  37.870N   26.640E  18.0 4.1
582,2001  3  1  18  0 28.40  35.670N   27.480E  10.0 3.7
583,2001  3  1  20 18 31.10  37.950N   26.750E  18.0 3.8
584,2001  3  1  22 29  6.30  37.900N   26.640E  15.0 3.8
585,2001  3  2  11 53 17.70  35.800N   27.620E  11.0 4.8
586,2001  3  2  16 10  1.80  35.930N   24.250E  59.0 4.2
587,2001  3  3   7 31 48.80  35.830N   27.580E   6.0 4.7
588,2001  3  4  13 15 10.00  35.370N   27.140E  14.0 3.7
589,2001  3  4  23 37 42.40  36.820N   28.000E  10.0 3.9
590,2001  3  7   2 17  2.10  35.560N   27.600E   5.0 3.8
591,2001  3  7   2 57 41.00  36.410N   27.200E  39.0 3.8
592,2001  3  7   3  0 34.80  36.450N   28.040E  52.0 3.7
593,2001  3  8   6  3 17.10  36.000N   25.680E  10.0 3.7
594,2001  3  9   3 35  2.00  35.940N   28.020E   8.0 3.7
595,2001  3  9  21 44 15.50  37.760N   20.910E   5.0 3.7
596,2001  3 10   5 22  1.80  35.260N   27.840E   5.0 3.7
597,2001  3 10  11 20 58.80  35.080N   26.090E   5.0 4.7
598,2001  3 10  11 28  7.90  35.080N   26.050E  11.0 4.3
599,2001  3 10  14 58 44.00  35.120N   26.120E   5.0 3.7
600,2001  3 11   0 26 49.70  34.940N   26.170E   5.0 3.7
601,2001  3 11   3 50 12.40  38.400N   20.670E   5.0 4.1
602,2001  3 13   7 24  3.40  34.060N   26.470E  35.0 3.8
603,2001  3 14  20 34 21.30  40.690N   27.650E   5.0 4.1
604,2001  3 15   7 29  7.60  35.960N   24.690E  30.0 3.7
605,2001  3 16   1 26 56.20  34.400N   26.740E  31.0 4.1
606,2001  3 16  21 43 16.60  37.230N   20.740E   5.0 3.7
607,2001  3 16  23 13 41.10  34.750N   26.080E   5.0 3.8
608,2001  3 17   2 41  2.40  36.540N   29.490E  21.0 3.7
609,2001  3 17  21 15 29.90  36.010N   27.600E  12.0 3.7
610,2001  3 18  13 54  5.00  35.060N   26.140E   5.0 3.8
611,2001  3 19   8 58 13.60  34.430N   25.150E   5.0 3.8
612,2001  3 19  15 33 37.70  35.820N   25.130E  10.0 3.7
613,2001  3 19  18  5 51.80  36.500N   28.770E  35.0 3.8
614,2001  3 19  21 57 38.30  35.900N   26.450E  68.0 4.0
615,2001  3 20  20 51 14.50  35.930N   26.910E  28.0 3.7
616,2001  3 21   5 45 27.20  38.450N   26.830E  20.0 3.8
617,2001  3 23   1 11 54.60  35.000N   26.160E   5.0 3.8
618,2001  3 25  12 26 34.10  36.310N   28.740E   5.0 3.8
619,2001  3 26   8 28  2.20  39.350N   21.730E   5.0 4.1
620,2001  3 26  11 20 58.80  35.270N   23.990E  42.0 3.7
621,2001  3 28  18 15 26.90  34.870N   25.630E   5.0 3.7
622,2001  3 29  20 15  3.30  36.330N   29.040E   5.0 3.7
623,2001  3 30  16 31 25.20  37.000N   18.870E   5.0 3.9
624,2001  3 31   6 50  5.30  35.730N   27.690E   7.0 4.0
625,2001  3 31  18 53 47.30  37.740N   20.360E   5.0 4.0
626,2001  4  1  22 42 33.70  38.900N   27.400E  16.0 3.9
627,2001  4  2  11 36 16.10  35.840N   28.480E  29.0 3.9
628,2001  4  3   2 41  7.70  35.210N   26.240E  10.0 3.7
629,2001  4  3  17  1 47.70  35.150N   27.820E  22.0 4.1
630,2001  4  5  20 48  1.00  36.140N   21.380E   5.0 3.8
631,2001  4  6   1 27 21.60  37.710N   22.730E  78.0 4.2
632,2001  4  6   3 26 34.40  36.220N   26.880E 134.0 4.2
633,2001  4  6  18 10 39.70  38.620N   23.760E   5.0 3.9
634,2001  4  7  17 35 58.80  34.970N   24.610E   5.0 3.9
635,2001  4  8   6 12 25.40  38.160N   22.020E   5.0 4.1
636,2001  4  9   7 31  8.50  35.640N   26.210E  16.0 4.1
637,2001  4  9  17 38 41.20  40.050N   20.440E  27.0 5.3
638,2001  4  9  20  5 39.80  36.580N   28.460E  51.0 4.0
639,2001  4 11   2 59 52.10  34.990N   26.470E   5.0 3.9
640,2001  4 11   5  2 23.80  34.540N   24.580E   5.0 4.2
641,2001  4 11   8 25 30.30  35.250N   23.050E   5.0 4.1
642,2001  4 11  23  7 50.50  35.760N   28.370E   5.0 4.4
643,2001  4 11  23 16  9.80  34.960N   25.030E   5.0 3.8
644,2001  4 12   0 57 10.40  35.770N   28.330E   5.0 3.7
645,2001  4 14   2 16  3.30  36.010N   22.370E   5.0 3.7
646,2001  4 14   6  8 58.50  34.990N   24.130E  25.0 4.0
647,2001  4 14  19 28 57.70  35.140N   26.990E   8.0 4.0
648,2001  4 15   1 15 42.80  35.530N   27.420E   9.0 3.9
649,2001  4 15   3 24 30.90  35.980N   25.890E  10.0 3.8
650,2001  4 16   6 58 44.90  35.160N   24.140E   5.0 3.8
651,2001  4 16  23  8 42.00  35.780N   25.830E  10.0 3.9
652,2001  4 17   0 42 35.80  40.610N   19.280E   5.0 4.5
653,2001  4 19  21 52 34.40  39.260N   26.250E  90.0 3.7
654,2001  4 20   0 18 17.40  34.000N   25.520E  31.0 4.5
655,2001  4 20  15 15 50.00  38.670N   27.400E   5.0 3.7
656,2001  4 20  19  7 21.90  35.300N   27.210E   5.0 3.7
657,2001  4 24   2 29 54.20  38.220N   28.460E  10.0 3.7
658,2001  4 24   8 10 52.70  36.080N   29.180E  59.0 3.9
659,2001  4 28   0  6  7.20  35.190N   23.020E  37.0 4.6
660,2001  4 28   8 24 27.40  35.410N   24.220E  25.0 3.8
661,2001  4 29   0 15  5.60  39.610N   22.200E  12.0 3.7
662,2001  4 29  17 34 23.90  34.640N   26.140E   5.0 3.9
663,2001  4 30  20 37 37.60  35.130N   24.950E   5.0 3.7
664,2001  5  1   6  0 56.40  35.650N   27.610E  29.0 4.9
665,2001  5  2  14 50 49.70  35.860N   27.400E   7.0 3.7
666,2001  5  3   2 17 26.10  35.620N   27.660E  10.0 3.7
667,2001  5  3   4 20 29.50  35.330N   26.680E   5.0 3.8
668,2001  5  3   5  8 56.60  35.870N   27.390E   5.0 3.9
669,2001  5  4  17  3 26.20  35.380N   26.470E  18.0 4.0
670,2001  5  4  19 52  7.10  34.910N   22.850E  32.0 4.3
671,2001  5  5   1  2  9.60  35.510N   27.700E  10.0 3.9
672,2001  5  5   2 15 42.20  35.580N   27.550E   9.0 4.0
673,2001  5  6  10 18 18.40  35.430N   27.610E   5.0 3.8
674,2001  5 10   4 42 18.40  35.540N   26.450E   5.0 3.8
675,2001  5 10  18 32 55.10  36.170N   27.780E  34.0 3.7
676,2001  5 14   8 33  6.10  38.790N   23.680E   4.0 3.7
677,2001  5 16  16 51 56.30  38.290N   21.500E  24.0 4.1
678,2001  5 18  20 32 37.30  41.550N   20.360E  41.0 3.9
679,2001  5 19   3 11 16.10  39.160N   22.570E   5.0 4.3
680,2001  5 19   6 11 48.80  36.050N   28.780E  33.0 4.2
681,2001  5 19  16  7 27.50  38.640N   20.530E   5.0 3.8
682,2001  5 20   3  9 42.80  38.510N   25.720E  30.0 4.4
683,2001  5 20   3 38  2.30  38.490N   25.540E  38.0 3.8
684,2001  5 20   4 30 14.90  38.490N   25.580E  29.0 4.2
685,2001  5 20   4 33 10.00  38.080N   25.480E  38.0 3.8
686,2001  5 20   8 22  3.30  35.760N   27.450E   5.0 3.8
687,2001  5 20  10 26  0.40  34.210N   26.650E  25.0 4.0
688,2001  5 20  13 50 20.10  35.530N   26.460E   5.0 3.9
689,2001  5 20  17 22  9.00  35.830N   23.530E   2.0 3.7
690,2001  5 21  13  9 55.70  36.310N   21.150E   3.0 3.7
691,2001  5 23  15 11 29.30  35.620N   27.790E   6.0 4.6
692,2001  5 23  21 30 45.50  37.190N   28.770E   5.0 3.7
693,2001  5 24   3 18  7.90  39.370N   28.060E   5.0 4.5
694,2001  5 24   4 55 24.60  39.400N   28.070E   5.0 3.9
695,2001  5 24   6 25 53.30  39.500N   28.200E   5.0 4.4
696,2001  5 24   6 47 33.50  39.300N   27.490E  40.0 3.7
697,2001  5 24  14  9 45.60  38.890N   27.790E   5.0 3.7
698,2001  5 24  22  2 26.80  40.340N   19.560E   5.0 3.9
699,2001  5 25   5 18 23.20  37.100N   26.490E  39.0 3.9
700,2001  5 25  15  9  6.50  35.860N   26.160E  10.0 4.0
701,2001  5 25  23 34 16.20  36.740N   26.570E  10.0 3.7
702,2001  5 26   1 11 48.80  35.530N   24.260E  29.0 3.7
703,2001  5 28  17 32 17.30  39.430N   27.840E  23.0 3.8
704,2001  5 29   4 44  0.50  35.630N   27.810E   5.0 5.1
705,2001  5 29  12 46 24.90  35.620N   27.780E   5.0 3.9
706,2001  5 29  22 24 12.30  35.780N   27.630E   5.0 3.7
707,2001  5 30  10 45  9.40  35.830N   27.760E  25.0 3.7
708,2001  5 31   2  3  7.60  35.500N   23.350E  37.0 3.7
709,2001  5 31   9 42 13.50  38.170N   22.060E   5.0 3.7
710,2001  5 31  19 39 52.30  39.390N   26.440E  19.0 4.0
711,2001  5 31  19 43 49.90  35.540N   25.560E  10.0 3.7
712,2001  6  1   3 21 22.20  38.150N   22.090E   8.0 3.9
713,2001  6  3   6 42 40.00  36.370N   27.400E   7.0 3.7
714,2001  6  3  16 25 27.50  38.860N   21.160E   5.0 3.7
715,2001  6  3  20  1  6.80  39.040N   27.230E   5.0 3.8
716,2001  6  3  20 58 25.60  39.090N   27.340E   5.0 3.9
717,2001  6  3  23 48 26.10  39.000N   27.280E   5.0 3.9
718,2001  6  4   5 53 11.00  35.770N   27.610E   5.0 3.8
719,2001  6  4  10  7 47.20  37.550N   21.090E   5.0 3.7
720,2001  6  4  12 15 20.50  36.560N   26.920E  39.0 3.7
721,2001  6  4  20  2 54.20  39.240N   27.360E   5.0 3.7
722,2001  6  6  14  0 43.70  36.070N   22.230E   5.0 4.4
723,2001  6  6  21 26 20.00  36.720N   26.580E   5.0 3.7
724,2001  6  7  19 20 32.50  36.120N   21.700E   5.0 3.7
725,2001  6  8  15  8 24.70  36.080N   22.220E   5.0 4.4
726,2001  6  8  15 24 42.20  36.110N   22.160E   5.0 3.7
727,2001  6  9   1 28 28.60  36.470N   23.090E   5.0 3.8
728,2001  6  9  11 45 35.80  35.330N   26.970E   5.0 3.9
729,2001  6 10  13 11  3.60  38.470N   25.590E  32.0 5.1
730,2001  6 10  14 13 29.10  38.450N   25.600E   7.0 4.1
731,2001  6 10  14 23 47.90  35.530N   28.690E  56.0 4.0
732,2001  6 10  16 59 35.70  38.430N   25.640E  32.0 3.7
733,2001  6 10  17 13 43.00  38.490N   25.560E  39.0 3.7
734,2001  6 11   0 22 42.90  38.480N   25.600E  28.0 3.7
735,2001  6 11   0 31  1.20  34.920N   22.940E   7.0 4.1
736,2001  6 11   2 14  3.70  34.700N   25.080E   5.0 3.7
737,2001  6 11   5 18 57.50  38.560N   25.660E  27.0 3.8
738,2001  6 11   5 28 45.00  39.160N   25.020E  10.0 3.7
739,2001  6 11  10 26 21.50  38.540N   25.570E  35.0 3.7
740,2001  6 11  11 50 33.60  38.540N   25.530E  10.0 3.7
741,2001  6 12   1 14 18.50  37.590N   26.840E  11.0 3.9
742,2001  6 12   2 56 24.80  37.490N   26.870E   5.0 3.7
743,2001  6 12   3  4 22.20  38.690N   24.960E  30.0 3.7
744,2001  6 13   2 18 24.80  38.560N   25.600E  35.0 3.7
745,2001  6 13   7  5 54.00  38.530N   25.630E  25.0 4.0
746,2001  6 13   9 47 40.00  36.130N   27.090E   5.0 3.8
747,2001  6 13  19  6  2.20  38.600N   25.590E  10.0 3.7
748,2001  6 14   2 46 46.10  36.210N   24.410E  39.0 3.7
749,2001  6 14   7 18 10.70  37.670N   20.980E   5.0 3.7
750,2001  6 14  17 22 59.80  39.080N   20.870E   5.0 4.0
751,2001  6 14  19 11 53.00  37.750N   21.170E   5.0 3.7
752,2001  6 14  23  4  3.80  40.220N   19.270E   5.0 3.8
753,2001  6 15  10 24  9.70  40.110N   19.790E   5.0 3.7
754,2001  6 15  13  3 46.10  35.120N   23.240E  38.0 4.0
755,2001  6 16   1 32 50.40  35.990N   22.160E   5.0 3.7
756,2001  6 16  12 47  8.90  38.430N   20.450E   5.0 4.4
757,2001  6 16  21 49 18.40  36.530N   26.460E  13.0 3.7
758,2001  6 17   7 20  8.40  36.680N   25.710E  33.0 4.2
759,2001  6 18  19 46 24.50  35.830N   27.280E  15.0 3.9
760,2001  6 19   3 22 53.70  36.220N   22.290E   5.0 3.7
761,2001  6 22  11 30 58.10  35.750N   29.000E  33.0 4.0
762,2001  6 22  11 54 54.20  39.290N   27.760E  27.0 4.8
763,2001  6 22  19 56 21.50  39.400N   28.040E   5.0 4.1
764,2001  6 22  20 12 26.00  36.850N   27.560E  10.0 3.8
765,2001  6 23   3 22 46.20  39.420N   27.930E   5.0 3.8
766,2001  6 23   6 52 44.70  35.650N   28.400E  56.0 5.2
767,2001  6 23  12 18 20.20  39.550N   28.260E   5.0 4.7
768,2001  6 23  12 57 37.50  38.720N   26.140E  10.0 3.7
769,2001  6 23  15 26 36.50  39.410N   27.820E  10.0 3.7
770,2001  6 23  16  1 28.70  40.270N   25.190E  26.0 3.9
771,2001  6 24  11 49 37.30  39.410N   27.900E   5.0 4.1
772,2001  6 24  13 32 52.10  39.990N   28.580E  10.0 3.8
773,2001  6 25   0  1 38.00  35.960N   27.740E  21.0 3.9
774,2001  6 26  15 30  2.60  38.660N   26.470E  20.0 4.1
775,2001  6 26  17 19 47.40  38.650N   26.440E  21.0 4.3
776,2001  6 26  17 27 55.60  38.640N   26.480E   8.0 4.1
